grade,sub_grade_num,short_emp,emp_length_num,home_ownership,dti,purpose,payment_inc_ratio,delinq_2yrs,delinq_2yrs_zero,inq_last_6mths,last_delinq_none,last_major_derog_none,open_acc,pub_rec,pub_rec_zero,revol_util,bad_loans
D,0.3802097187893339,1,0,OWN,24.1670908604185,credit_card,11.040388242687373,1,0,2,1,1,15,1,0,36.1511509184385,0
E,0.3525988807848285,0,5,MORTGAGE,30.74038521319616,debt_consolidation,1.4542469389677677,0,0,6,1,1,8,0,0,51.4197689323211,0
A,0.6585491942806917,0,6,RENT,14.141871615497124,debt_consolidation,12.608681282251387,0,1,2,1,1,7,0,1,62.42577245080204,0
A,0.3179393297068228,0,8,MORTGAGE,13.757503827497455,car,6.238215862434757,1,1,3,1,1,8,1,0,86.4371085163399,1
A,0.3428321194151957,1,3,RENT,15.37139151098107,debt_consolidation,6.42351825272335,0,0,2,1,1,9,0,1,54.80538883842749,0
B,0.2287910757972506,0,6,MORTGAGE,29.185533547067017,small_business,4.230501431496485,0,1,1,0,0,7,0,1,8.864647541316595,0
C,0.6740765009400145,0,6,MORTGAGE,36.97275351323547,small_business,8.555231996160664,0,1,4,1,1,4,0,1,35.22280378964413,1
C,0.7785737970088237,0,9,RENT,18.648042929182235,credit_card,3.79707863603951,0,1,1,1,1,15,1,1,45.645299133578,0
B,0.153862969453837,1,3,RENT,31.34892977948368,car,6.2799249002255895,0,1,3,1,1,10,1,0,24.90621421742122,1
A,0.0895484139286614,0,10,MORTGAGE,16.541671727810474,debt_consolidation,10.174834809686848,1,1,3,1,1,7,0,1,26.503117977020956,1
F,0.2001417437407361,0,2,MORTGAGE,7.868967717106537,debt_consolidation,6.299209399141099,1,1,3,0,0,10,0,1,96.07271734160818,1
C,0.0073382202117702,1,5,OWN,35.166648419575594,home_improvement,8.65018336258407,0,1,1,1,1,8,0,1,44.717114878413646,0
A,0.5086354876351613,1,7,MORTGAGE,28.1252454538302,medical,8.650825859939713,0,1,3,0,1,7,0,1,73.37064670495856,0
E,0.7496957739415292,1,2,RENT,35.37993991581836,medical,11.175346370980533,0,1,5,1,1,8,0,1,24.83500301662739,1
C,0.6532634342126796,0,2,OWN,22.88988899352183,medical,9.145678754812998,0,1,1,1,1,14,0,1,64.11260208517402,0
B,0.8252272774564713,0,3,OWN,9.54214171912238,small_business,7.020761595290935,0,0,0,1,1,4,0,1,85.57249596389583,0
G,0.5368150630659275,1,4,RENT,13.750086526582155,medical,2.2913296573894044,2,1,0,1,1,6,0,1,65.74999767466949,1
C,0.3028776425619647,0,6,MORTGAGE,26.42762227964961,debt_consolidation,7.684409025633838,0,1,1,1,1,5,0,1,6.436262374920554,0
C,0.6262342895165234,0,6,MORTGAGE,31.65949655286742,medical,6.351403737749211,1,1,4,1,1,7,0,1,67.13858294018344,1
D,0.5150474475161261,0,10,OWN,7.11102263746957,small_business,6.048313035403062,0,1,1,0,1,7,0,0,11.936383282837216,0
A,0.4183516803393339,1,6,RENT,38.25256167930899,debt_consolidation,5.87844891156192,0,0,1,1,1,9,0,1,56.33715113758848,0
C,0.2747023035575047,0,5,RENT,33.274168476792354,debt_consolidation,12.006456420976557,0,1,1,1,1,6,0,1,83.00233413755126,1
A,0.6492588529689842,1,8,RENT,20.713816911411627,medical,11.98376288860992,0,1,3,1,1,5,0,0,85.17421216429109,0
E,0.1288139815288554,0,8,MORTGAGE,31.36240517567875,small_business,13.303982144376276,1,1,1,0,1,11,0,1,41.77264761643281,1
D,0.1152790928260492,0,6,RENT,6.667538954984034,medical,1.2975468119012756,0,1,2,1,1,4,0,1,78.7069540369425,0
B,0.1207494902250418,0,1,OWN,38.22717164112812,medical,1.374977067312533,0,1,2,0,1,6,0,1,31.719875072950853,0
C,0.1589737034350803,0,9,MORTGAGE,15.563575978867666,credit_card,9.19543615797009,0,1,1,1,1,6,0,0,10.680036286954175,0
B,0.0447727384421489,1,6,MORTGAGE,18.262287592266084,home_improvement,8.405825081138143,0,1,2,0,1,4,0,1,44.47518690805299,0
C,0.7489621246241998,0,2,OWN,22.260135889895388,medical,13.832934520391262,1,1,3,0,1,8,0,1,70.4410055989707,0
D,0.689117347456801,1,6,RENT,7.129242707895916,credit_card,14.20689936222767,0,0,2,1,1,7,2,1,63.54271063913372,0
C,0.4584304350305407,0,6,RENT,30.1908823751868,small_business,7.489378485562322,1,1,2,1,1,2,0,1,30.0139125269332,1
F,0.12449070245592,1,4,RENT,17.224043649206692,small_business,9.82928831250926,2,0,3,0,0,6,0,1,21.617668328148387,1
C,0.7351113697149921,0,4,RENT,31.92049472100092,medical,9.053985671633727,1,1,0,1,1,10,0,1,66.02478034833678,1
B,0.1423685848428154,0,9,OWN,10.550190133434509,medical,11.786080216798345,0,1,3,1,1,4,0,1,91.05205379148131,0
D,0.1238507261707291,0,4,OWN,14.317945266491554,medical,5.830668072030913,0,1,0,1,1,9,0,0,68.78283539399219,0
A,0.9453548545254378,0,0,RENT,21.46765596660588,medical,13.554270732406293,0,1,1,1,1,4,0,0,80.70182133888164,0
D,0.6861989132750208,0,7,RENT,20.432585336141983,debt_consolidation,11.490849229987315,1,1,4,1,1,9,1,1,92.17277739142094,1
A,0.7769586651536453,0,4,MORTGAGE,27.30011621472616,debt_consolidation,2.3283231998844443,2,1,1,0,1,3,0,1,26.498493586003324,0
C,0.1141724789967021,0,3,MORTGAGE,21.226857137816644,small_business,3.4583648559816806,0,1,2,1,1,8,1,0,68.68909834938466,0
C,0.1276059482998699,1,4,RENT,21.72465713960092,credit_card,11.91751877391539,1,1,2,1,0,12,0,1,38.20409534835177,1
D,0.097031029601932,0,5,MORTGAGE,15.804572542573792,small_business,9.10009856620638,0,1,1,1,1,9,0,1,57.33668333961277,0
C,0.2454678015368867,1,3,RENT,27.18560882004037,credit_card,14.034317416573415,0,1,2,1,1,10,0,0,93.48401834873582,0
A,0.9461852330549964,0,8,RENT,25.30349234470844,credit_card,2.827873287528204,1,1,3,0,1,9,0,1,68.97841013863975,0
A,0.0929116613297033,1,2,RENT,29.671992391603887,car,5.817739989166726,0,0,3,0,1,13,0,0,26.62909023340032,0
C,0.5038716469404165,0,5,OWN,25.57425951526208,home_improvement,4.422701997330095,3,1,2,1,1,9,1,1,43.99800563666837,0
F,0.5200065836491895,0,6,MORTGAGE,20.15486762657451,credit_card,3.951142816593429,2,1,2,1,1,9,0,1,8.009828482145254,1
D,0.6514003587009167,1,9,OWN,38.17706813649985,car,6.919712888510318,0,0,2,1,1,11,0,1,76.55743628249243,0
B,0.5047128769433499,1,1,RENT,38.6790865845387,credit_card,14.102410811395425,0,1,0,1,1,6,1,1,10.058403587144385,0
D,0.5643378562106682,0,6,MORTGAGE,11.751660065829029,home_improvement,12.236535719334386,1,1,1,1,0,6,0,0,71.06645725325497,0
B,0.8625832196445464,1,2,OWN,34.13169050405169,debt_consolidation,10.649942673042052,0,1,4,1,1,8,0,1,17.192148188114942,0
A,0.6875624425682288,0,6,RENT,34.27297429537004,small_business,4.6660278925588985,0,1,2,1,1,8,0,1,63.79258706911892,0
D,0.6960637696107548,0,6,MORTGAGE,16.600390874487697,medical,3.031147605103083,0,1,2,0,1,1,0,0,39.3701206007154,0
A,0.350670068969223,0,8,MORTGAGE,36.48389615875831,medical,8.831212368856233,1,1,2,1,1,8,0,1,7.833650073777099,1
C,0.2247923351596875,0,5,RENT,27.227823560153755,medical,4.952757912894528,1,0,2,1,1,9,0,0,95.59181395742952,1
A,0.0795513022413455,0,4,OWN,15.357811433005953,credit_card,2.815682102471434,0,1,1,1,1,6,0,1,85.68179775610106,0
C,0.7165451845338695,1,4,OWN,17.119817324769933,home_improvement,2.792020918679377,0,1,2,0,1,8,0,1,1.683007511616097,0
E,0.1727894712095037,0,6,RENT,22.334435666477894,debt_consolidation,4.1645573446487,0,1,2,1,1,4,0,1,78.50566527650541,0
A,0.4562958831277989,1,10,RENT,27.869599489147472,car,3.5746136014311034,3,1,1,1,1,11,0,1,66.42044687948224,0
B,0.1304243918394479,1,5,RENT,22.950532494948003,debt_consolidation,4.425232449384153,0,1,3,1,1,7,0,0,80.72631459498791,0
C,0.4226767776922706,0,7,RENT,36.86191473783235,debt_consolidation,1.9094422896240688,0,1,1,1,0,9,0,1,31.119558660336462,0
F,0.7760071476397962,0,5,RENT,32.940264280444325,small_business,11.920070575159478,1,1,2,1,1,8,0,1,0.7097231995853215,1
D,0.6582335712164843,0,5,RENT,26.21159720517758,small_business,7.740325966711226,1,0,2,1,1,5,0,1,10.23868940266307,0
D,0.3887951189614026,1,7,OWN,15.866877397145778,car,8.724955677170342,0,1,1,1,1,9,0,1,71.02982595558977,0
C,0.6668508899635422,0,4,RENT,23.703399133564695,debt_consolidation,9.9568031717378,0,1,1,1,1,7,0,0,65.87113047417297,0
B,0.6493600553568531,0,6,RENT,12.751729842456031,credit_card,11.114257921185253,1,1,3,0,1,10,1,1,14.883000718974804,1
D,0.6924454812415469,1,7,RENT,28.865802107439933,car,11.121422716062453,1,0,3,0,1,9,0,1,10.901717529685785,0
B,0.2931034400157678,0,2,MORTGAGE,18.5493188890044,home_improvement,6.357974958177637,1,1,0,1,1,10,1,1,64.8049280861282,1
B,0.252419044969289,0,1,MORTGAGE,25.430088585201908,debt_consolidation,2.98695347875707,0,1,1,1,0,8,0,1,20.033084932950278,0
A,0.330311223272196,0,4,RENT,37.616393601131584,credit_card,14.522872439428992,0,1,4,0,1,8,0,1,13.293959352610818,0
B,0.7941088684230225,0,8,MORTGAGE,9.76445247178128,home_improvement,13.953495106831856,0,1,1,1,1,12,1,1,53.67950863525488,0
C,0.7204346728178144,0,5,RENT,7.147775931461129,credit_card,1.5972220431390072,1,1,2,1,1,13,0,1,15.39701832407081,1
D,0.0053937634903904,0,0,RENT,32.27965418705673,medical,4.464433381407742,1,0,3,1,1,5,1,1,44.92628845382497,1
C,0.5009769487466366,0,5,RENT,21.720701212083284,medical,8.19766776507775,0,0,1,1,1,10,0,1,36.36394008481341,0
D,0.347192133919231,0,3,RENT,32.890248993742176,debt_consolidation,5.2317984277425165,0,1,0,1,1,8,0,0,73.87831708647168,1
C,0.1931189730541715,1,6,RENT,35.78522071631334,medical,2.816187240670195,0,0,2,0,1,7,0,1,97.71081885224204,1
A,0.2335604641276257,0,5,OWN,14.192377045462358,debt_consolidation,3.0793880157994105,0,1,2,1,1,9,0,1,89.41299447589242,0
C,0.0229612211393054,0,5,OWN,38.69224604401184,home_improvement,3.0564872542606354,1,0,0,0,0,5,0,1,84.06886025862761,1
A,0.8036278597454678,1,4,RENT,5.927015382352395,medical,4.176436106598313,1,0,2,0,1,5,0,1,86.06178862016495,1
A,0.7806580520636056,0,0,OWN,13.46503468965373,home_improvement,11.623671647537424,0,1,2,1,1,0,0,1,83.32598100885026,0
C,0.6696813871806241,1,2,MORTGAGE,5.375494683851386,credit_card,4.557522012171312,1,0,2,1,1,11,0,1,97.28445704924916,1
F,0.915753368846422,0,2,MORTGAGE,25.57662718817201,home_improvement,6.329298449430538,0,1,4,1,1,8,0,1,30.40453511364537,0
C,0.0121314154571831,0,7,OWN,39.85529140349984,medical,14.99788737984512,0,1,2,1,1,6,0,1,25.255668358970564,0
C,0.3272000220389292,0,6,OWN,20.141871789595086,car,10.128978850197967,0,0,1,0,1,8,1,1,11.612128246881726,0
D,0.9509902913661074,0,5,OWN,21.931196315257186,credit_card,7.266471588357292,1,1,2,0,0,9,0,1,7.577415084271943,0
F,0.1656200594101713,1,4,OWN,20.86855716031954,car,7.336367575686275,1,0,5,0,1,10,0,1,65.08730203871889,1
C,0.7949362350081116,0,2,MORTGAGE,23.33319118779848,home_improvement,13.61054099477732,0,0,1,0,1,9,0,1,7.357098401736639,0
D,0.5305199528588115,0,0,RENT,20.953084357037987,debt_consolidation,14.286924066648094,0,0,2,1,1,11,1,1,2.762614069838165,0
E,0.0382937113385782,1,7,OWN,39.07752786355879,small_business,6.704809234654399,0,0,2,1,1,6,0,1,63.43433190403004,0
C,0.3782439395808223,1,6,MORTGAGE,36.842066083912016,home_improvement,12.48252580182259,0,1,3,1,1,3,1,1,84.71520432976342,0
D,0.0667866334555541,1,6,MORTGAGE,28.997984095091557,small_business,3.038445998438852,0,0,2,1,1,9,1,1,73.09191859477828,0
C,0.7582852077533351,0,5,MORTGAGE,13.624574786936114,medical,4.958785028738657,1,0,0,1,1,10,1,1,53.39218239880093,1
B,0.9778853100104304,1,0,MORTGAGE,32.06717784858766,small_business,14.138365672872416,0,1,5,1,1,5,0,0,97.61738164724716,1
C,0.5253540576823202,0,6,OWN,21.296182581791804,small_business,2.490957040978837,0,1,2,0,0,10,0,1,54.67921754280882,0
B,0.9065223301867572,0,6,RENT,39.12241925341238,small_business,4.258693927598063,1,1,1,1,1,13,0,1,14.291297355467524,1
D,0.2090938181960819,0,4,OWN,37.48097510003059,credit_card,14.76520475771672,0,1,2,1,1,9,0,1,92.22623432111575,1
A,0.0263958763546775,1,8,RENT,35.22517764334833,home_improvement,7.643537669572376,0,0,0,1,1,5,0,0,57.1673163552025,0
C,0.0866766783286446,0,2,RENT,6.038033567448168,home_improvement,2.1085740796021257,2,1,2,1,1,3,0,1,30.257929833610763,0
C,0.0394040255216441,0,7,MORTGAGE,25.405191811224626,home_improvement,14.566799385846217,0,1,2,0,1,8,1,0,27.831634308945663,0
E,0.5433803234872063,0,1,OWN,13.386851566690575,home_improvement,8.694726989232116,1,1,0,1,1,9,1,1,93.49576442094704,1
C,0.0140856943773477,1,0,RENT,29.972099082993083,medical,8.652080592323667,2,1,2,1,1,10,0,0,67.44180588207907,1
C,0.2877245777197623,1,6,RENT,14.9674687793764,small_business,12.616647070419877,1,1,1,0,1,9,0,1,44.39148576883765,0
A,0.9271748377359889,1,8,MORTGAGE,10.48304435077996,car,9.709520851973869,0,1,1,1,1,4,1,1,39.12871686390993,0
D,0.7535980970134261,0,9,OWN,32.01585423603256,medical,3.3714484215391467,1,1,4,1,1,7,0,1,16.788890681554093,1
F,0.3269776232427392,1,3,RENT,29.73542199523381,car,9.601166263820938,1,0,2,0,1,5,0,1,0.4392443795667944,1
B,0.1763611432294288,0,6,OWN,18.700965031133965,debt_consolidation,1.6162029418853607,0,1,0,1,1,9,0,1,40.29294124366002,0
A,0.3162181721917495,1,7,RENT,16.390722754843203,home_improvement,1.862936027330626,1,1,3,1,1,10,0,0,87.17026739164712,1
C,0.8073565134681279,1,5,RENT,13.8423080180817,credit_card,12.090660938192846,3,1,1,1,1,11,0,1,13.416276210589317,1
C,0.6850451757086196,0,1,RENT,10.901904556403156,car,11.682530654050383,0,1,1,1,1,10,0,1,52.27797665298445,0
D,0.5571551212560492,0,5,MORTGAGE,7.542371572303358,small_business,8.072415982480294,0,0,4,1,0,11,0,1,91.08796135593022,0
B,0.7995759835794255,0,7,RENT,29.87872411394181,small_business,3.1188374961527874,1,1,2,1,1,8,0,0,7.10762106165218,1
C,0.3398593059852387,1,3,OWN,15.509574966281782,medical,4.692708788819463,0,0,3,1,1,2,0,0,19.7153328854734,0
C,0.8704108285583003,0,9,MORTGAGE,34.549116333862735,car,14.143556820960548,0,1,2,1,1,8,0,1,79.17686475519854,0
A,0.8286499099626007,1,8,RENT,36.26957015655138,car,13.519232135945378,0,1,2,1,0,8,0,0,38.84754952663433,0
B,0.8827166511508948,1,10,MORTGAGE,38.146324517975685,home_improvement,3.955749156520979,1,0,0,1,1,7,0,1,27.231314271544584,1
C,0.9569688076561932,0,6,RENT,31.780350466102806,home_improvement,4.516908553856999,0,1,4,1,1,10,0,1,17.887036125302192,0
A,0.5601583815785562,1,9,OWN,28.419007453982584,medical,8.630908684528226,1,1,2,1,0,10,0,1,57.59660953002393,1
C,0.5806923652281059,0,5,RENT,10.70902798863793,debt_consolidation,7.906386582790438,0,1,4,0,0,8,0,0,13.7254909063539,0
B,0.2883357589570962,1,0,RENT,30.55724519806647,credit_card,7.141180946101084,0,0,2,1,1,5,0,1,44.92302038966254,0
D,0.3151872901539638,0,6,RENT,27.517185111589512,car,6.098613087898796,0,1,2,0,1,6,0,0,43.942267206868536,0
C,0.5213947362629351,1,10,RENT,37.3498363084913,car,12.651747184906114,1,0,3,1,1,7,0,1,79.79772880818349,1
F,0.5560096354600177,0,5,RENT,22.741738754621263,medical,5.6683723016962855,0,1,1,1,1,3,0,1,15.826635733827654,0
C,0.6238428998338363,1,7,MORTGAGE,18.24549384947356,credit_card,14.196695734853552,0,1,3,1,1,6,0,1,21.707982329026144,0
B,0.8932065885508419,0,3,RENT,5.840229677274226,car,5.625213384457009,0,0,1,1,1,8,0,1,19.958975400393253,0
C,0.2805829842799908,0,10,RENT,24.37517874337122,small_business,6.374292722295372,2,1,5,1,1,10,0,0,89.61410772600141,1
G,0.1801969848097036,1,5,OWN,9.63206488383064,debt_consolidation,13.9973494936302,1,0,2,1,1,10,0,1,83.62973471257786,1
D,0.5240906519211126,0,0,OWN,11.060867642984087,medical,4.736857958954958,0,1,4,1,1,7,0,1,28.886990546221515,0
F,0.0825768844151226,0,2,MORTGAGE,34.164264125854714,home_improvement,3.3692046103790023,1,0,2,1,1,7,0,1,8.428278092773,1
F,0.3324653408919578,0,5,OWN,9.138733143984208,medical,12.728709509893967,1,1,4,1,1,6,0,1,80.6330310492171,1
E,0.9869137142182124,0,5,MORTGAGE,21.92399986572688,car,11.26616008298946,0,1,1,1,1,6,0,1,72.23371061562653,0
E,0.8231946208228303,0,10,OWN,7.845327186704657,medical,11.61046032080258,0,1,2,1,1,9,0,1,12.116485131360076,0
F,0.2012893125025667,1,6,RENT,5.319894326223576,small_business,7.139692817695424,0,1,1,1,0,3,0,1,0.6410661491644376,1
A,0.9952300934301996,0,8,RENT,9.671568987078244,credit_card,7.468742877757208,0,1,2,1,1,8,0,0,71.60857546444801,0
D,0.2388953088603463,0,7,OWN,20.107399832228143,medical,3.8184041358223286,0,0,1,1,1,7,0,0,88.97483270455056,0
B,0.3913780933637469,1,2,MORTGAGE,5.494369020034185,car,6.4437192929381,1,0,2,1,1,5,0,1,12.35532338363682,1
C,0.3273766801153992,0,6,OWN,35.857460694605535,car,10.666483365167853,0,1,0,1,0,5,0,1,62.6953668162086,0
B,0.2799836964570048,1,0,MORTGAGE,19.00239257394737,medical,8.705893677262962,0,0,2,1,1,5,0,1,82.93688381116273,0
F,0.9993728970708416,0,3,MORTGAGE,28.157861515466145,credit_card,1.0737842768879131,0,0,2,1,0,11,0,1,2.3805559650604047,0
A,0.9996933230476996,0,6,OWN,18.61482041299793,medical,1.1618926765605344,1,1,2,1,0,12,0,0,82.5328310790463,1
C,0.6159593020188534,0,7,MORTGAGE,17.947519018254717,credit_card,1.788018411859767,0,1,2,1,1,4,0,1,18.94953058207105,0
D,0.698193602715452,1,3,MORTGAGE,19.501954902876207,medical,11.445692081856151,1,1,2,1,0,4,0,1,63.473134105773056,0
D,0.322170589474813,1,2,MORTGAGE,27.540182555358143,credit_card,4.985719420505218,1,1,1,1,1,5,3,1,89.12258874451567,1
A,0.0896345448208277,1,2,MORTGAGE,12.867320291100857,car,6.850162521243023,0,1,3,1,1,12,0,1,35.739005251304825,0
D,0.2341431901970319,0,5,MORTGAGE,38.32170074887582,credit_card,13.85884161119813,0,0,0,1,1,7,1,1,48.39239610790668,0
C,0.6427463010954936,0,3,RENT,21.898441403043694,medical,8.57284442036864,0,0,0,1,1,10,1,1,34.87526963845147,0
G,0.1550343580452687,0,7,OWN,36.38827867955709,small_business,8.979331595089407,0,0,5,1,1,5,0,1,88.97564849505086,1
E,0.712394301952988,1,9,MORTGAGE,24.9366095934352,car,12.248560847413955,2,1,1,1,1,8,0,1,49.64296898321968,0
E,0.1210157167486488,0,9,MORTGAGE,38.20319376800934,car,4.337898928328145,0,0,1,1,1,10,0,1,39.10207220446596,0
B,0.2842964999795917,0,4,MORTGAGE,16.521899925682348,home_improvement,4.349783974231263,0,1,2,1,1,8,0,1,28.54909317097504,0
B,0.5653255914285042,0,4,RENT,36.64518113738208,debt_consolidation,12.520024001809276,1,1,1,0,1,4,0,1,68.31693135368134,1
E,0.2058504375630844,0,5,MORTGAGE,39.04874693249252,medical,9.26863502216816,0,1,1,1,1,8,1,1,46.04860832319503,0
A,0.0704400427113053,0,5,OWN,25.09308980390976,debt_consolidation,8.89850185941605,0,1,0,0,0,12,0,0,8.220769518605342,0
C,0.5971547613438319,0,2,RENT,20.768554135876784,small_business,13.699072567079162,1,1,1,1,1,6,0,0,92.7058516769782,1
B,0.0105130942496266,0,2,MORTGAGE,37.81989410380673,debt_consolidation,4.802010271782665,1,1,2,1,1,8,0,1,84.82805701987608,1
C,0.3174182940757918,0,0,MORTGAGE,15.198216494166711,medical,13.308037806369269,2,1,2,1,1,6,0,1,83.53971746736595,1
E,0.2014614957931604,1,8,OWN,29.36055105097961,car,5.629651408036658,0,1,2,1,1,7,0,1,38.970615781136594,0
C,0.0689113020059286,1,2,RENT,16.979617900924346,small_business,9.61920584768478,0,1,2,1,1,3,0,1,80.17518992131434,0
F,0.0177044450732372,1,5,OWN,33.876436758143726,car,6.225345648285039,1,1,3,1,0,7,0,1,69.02091603610924,1
C,0.1400072019637587,1,7,OWN,31.995705488046266,credit_card,2.5843377272026475,0,0,2,0,1,8,1,1,12.024435323936578,0
B,0.5165576061069707,1,8,MORTGAGE,35.81107160682336,credit_card,2.024293520784977,1,0,2,1,1,4,0,1,10.272654583232278,1
C,0.4277403015716399,0,4,RENT,35.790378058043444,medical,14.443100010010353,0,1,1,1,1,10,0,1,33.43120652557139,0
A,0.5276426497051622,1,5,MORTGAGE,32.763010097163566,credit_card,13.26398514533146,0,1,3,1,1,10,0,1,48.78135018205754,1
D,0.7311080301143613,0,8,MORTGAGE,7.661927473462841,home_improvement,5.812099917386229,3,1,1,1,1,8,0,1,53.53975006896481,1
C,0.2343093655601307,0,6,MORTGAGE,8.529504647715175,home_improvement,13.931040717016558,0,1,3,1,1,6,0,1,64.16592135107567,0
F,0.2563221976032502,0,5,MORTGAGE,22.87595194847685,small_business,2.5559699618447214,0,0,0,1,1,8,0,1,66.66829714569788,0
A,0.6795010547407744,0,5,MORTGAGE,6.309420813017485,medical,5.910509699386986,1,1,1,1,1,8,0,1,53.11486316622081,0
A,0.928241559028418,0,2,OWN,29.833060396546173,credit_card,3.0573464218837114,0,1,1,1,1,3,0,0,69.56912098092376,0
A,0.2172967559722006,0,5,MORTGAGE,6.048731255700668,medical,7.652553831694996,0,0,2,1,1,7,0,1,38.74609998895567,0
C,0.4307400111967796,0,10,OWN,15.661412404206224,home_improvement,2.021585230856709,0,1,1,1,1,15,0,1,28.963080636782166,0
D,0.4906850088976413,0,0,OWN,30.00389647543806,small_business,8.762148226438622,2,1,3,1,1,16,0,1,27.44679203745555,1
B,0.690858903244169,1,5,OWN,18.201843428136996,small_business,8.073727706228901,0,1,3,1,1,9,1,0,62.40758895555364,0
C,0.0027847918658439,0,3,MORTGAGE,11.15197684638976,home_improvement,10.0041734547096,0,1,1,1,1,14,0,1,85.54207197068288,0
C,0.6195649938735688,0,6,RENT,9.970322649660249,home_improvement,12.230680621189924,2,1,5,0,1,6,0,1,44.70559756464178,1
B,0.6853525793327687,0,5,MORTGAGE,38.33042582042545,medical,12.277185583153242,1,1,3,0,1,11,0,0,63.34034839523479,1
E,0.8815283455707869,0,8,OWN,12.730639171802627,medical,6.170264083224307,0,1,2,1,1,4,1,1,73.10165666910564,0
D,0.2460016138524707,1,3,RENT,38.59772119044196,debt_consolidation,13.62952641116433,0,1,0,1,1,12,0,1,13.800402682494806,0
C,0.35248862908675,0,1,MORTGAGE,8.342879877863606,medical,6.437717122165547,1,1,2,1,1,6,0,0,44.310843854301,1
C,0.2350842965167028,1,6,RENT,5.580855822091642,small_business,4.149544641123101,1,1,4,0,1,6,0,1,80.73352535900594,1
C,0.0832177027400704,0,7,RENT,32.837737053144416,car,11.462178751018818,0,1,2,1,1,8,0,1,55.15845154725626,1
B,0.6186505737102358,0,0,MORTGAGE,8.643304445056824,medical,12.75277660633603,0,1,0,1,1,7,0,1,74.14680525199032,0
C,0.3533937148171098,0,4,MORTGAGE,13.141328933653805,credit_card,11.44900598251242,1,1,2,1,1,6,0,0,9.20011389956773,1
C,0.9613768033134906,0,6,OWN,18.06329854063852,credit_card,7.522869808529666,1,0,0,1,1,7,1,1,32.46927829136135,0
B,0.8194697713429455,0,0,MORTGAGE,12.37836732502283,medical,13.735507938514996,1,1,3,1,1,8,0,1,45.10931394786769,0
B,0.6596176096229941,1,5,RENT,23.36904292029099,home_improvement,9.955524918142014,0,1,4,1,1,10,0,1,2.965428102332324,0
A,0.8257959073912652,0,2,OWN,6.628794754067452,medical,14.373987155936431,0,1,1,1,0,9,0,1,84.36697505796556,0
C,0.0780419094118436,1,2,OWN,8.565799487093615,credit_card,9.0126476240112,1,1,3,0,1,2,0,1,1.1572095190071852,0
C,0.7648607286554896,1,8,MORTGAGE,17.818849223988867,medical,1.6518831601106685,1,1,1,1,1,5,0,0,54.82555141802684,0
B,0.829681342236769,0,4,OWN,10.590896425568694,medical,3.60895369925361,0,0,3,1,1,14,0,1,23.91758634817156,0
D,0.2319005330054293,0,3,MORTGAGE,26.306890668681856,medical,6.916422448975052,0,1,3,0,1,8,0,1,12.736604483538716,0
D,0.5673613622727116,1,3,RENT,27.217819311607293,home_improvement,12.45871128954402,1,1,2,1,1,12,0,0,99.62700179614532,1
C,0.8066716546888704,0,4,MORTGAGE,22.146768238122284,medical,3.970132976188941,0,1,0,0,1,7,0,1,15.367169821917647,0
B,0.4563641873364824,1,4,RENT,30.32844443986324,credit_card,10.961215745318498,0,1,4,0,1,5,0,0,62.9683308538912,1
B,0.7712676417944359,1,4,RENT,14.462913726188976,medical,5.640021063978184,1,1,1,1,1,13,0,0,23.040499668680823,0
C,0.5086704467043595,0,3,OWN,6.818755157805649,debt_consolidation,2.5159530740819145,1,1,0,1,1,10,0,1,6.784940541111206,0
B,0.6957281961775206,0,2,MORTGAGE,36.39751387047004,home_improvement,8.110268268624637,0,1,3,1,0,5,0,0,15.7233403694769,0
B,0.6536108477716215,1,1,MORTGAGE,38.247477236630885,medical,6.039622376087744,0,0,2,0,1,8,0,1,37.74638339635271,0
A,0.5956936315891078,1,7,RENT,24.51976817918542,home_improvement,9.87116344069465,1,1,1,1,1,11,0,1,21.295587057560184,0
D,0.8375906039310975,1,5,RENT,8.181877929579263,home_improvement,3.603099227319001,0,1,0,1,0,6,0,1,60.97272021102632,0
E,0.6949266964401023,0,0,RENT,32.12677170812666,car,5.584065330998722,0,1,4,1,0,12,0,0,22.85682184520287,0
A,0.7483564949981082,0,0,OWN,24.798519654524345,credit_card,2.498392846860274,0,1,0,1,1,6,1,1,28.746889573617207,0
E,0.7570738220567791,0,5,MORTGAGE,30.500904406867548,credit_card,10.40466988100675,2,0,2,1,1,8,0,0,74.76838114783119,1
C,0.5298606118540086,0,6,RENT,32.40049164439717,medical,9.479709805044678,1,1,2,1,1,9,0,1,46.96477612468215,1
F,0.4755265216261933,1,8,RENT,25.87842146978151,car,9.413297318693436,0,1,4,1,1,10,1,1,96.19872463467637,1
B,0.6779980152425845,0,3,OWN,27.652038923493983,car,9.689603748567365,0,1,0,1,1,8,0,0,29.960489534980304,0
A,0.0900438907564578,0,4,MORTGAGE,14.45316784270216,medical,10.349551701706662,1,0,0,1,1,5,0,1,10.565321173603692,1
A,0.2934785773590144,0,6,MORTGAGE,36.288090250894136,car,13.89538092916819,2,1,1,1,1,7,0,1,30.810792849730877,1
C,0.0950382408725041,0,7,OWN,29.501453115632263,medical,12.688192774517946,0,1,1,0,1,13,0,1,54.70838829087761,0
A,0.1659631707760145,0,10,RENT,31.90789943375002,debt_consolidation,7.450432886459621,1,1,2,1,1,4,0,1,6.134258287176642,1
